Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-January-2017,74.3,74.8,73.7,74.1,74.2476727740533,125149,683,9292022,38823,31.02,1.1,-0.2
19-January-2017,73.9,77.15,73.75,76.55,76.2592968322457,1074452,5667,81936954,278346,25.91,3.4,2.65
20-January-2017,76.5,77.4,74,74.3,75.5798459844203,493976,2505,37334630,157001,31.78,3.4,-2.2
23-January-2017,73.5,76.4,73.5,76.1,75.5051435642345,324872,1649,24529507,88194,27.15,2.9,2.6
24-January-2017,75.5,76.7,74.55,76.35,75.9053309964505,475277,2201,36076058,92171,19.39,2.15,0.85
25-January-2017,75.55,80.25,75.55,79.95,78.6505708789721,1008007,4375,79280326,431813,42.84,4.7,4.4
27-January-2017,79.95,80.7,78.75,79,79.6576788701471,459104,2434,36571159,133181,29.01,1.95,-0.95
30-January-2017,77.5,79.7,77.5,78.55,78.608466363108,280451,1519,22045823,63527,22.65,2.2,1.05
31-January-2017,78.55,79,76.45,77.15,77.5563692070515,308759,1764,23946227,49260,15.95,2.55,-1.4
1-February-2017,78,80.6,76.65,80.1,78.7709503944042,630191,2678,49640744,133042,21.11,3.95,2.1
2-February-2017,81,83.8,78.55,82.8,81.8167590115777,1210859,5817,99068559,266834,22.04,5.25,1.8
3-February-2017,82.8,85.8,82.6,85,84.3250710750023,1137179,5145,95892700,240063,21.11,3.2,2.2
6-February-2017,86,86.5,82.65,83.55,84.5661200171153,743194,2751,62849033,194162,26.13,3.85,-2.45
7-February-2017,83.35,85.1,80,81.75,82.160427492679,2123358,9117,174456001,227090,10.69,5.1,-1.6
8-February-2017,81.5,83.3,80.7,82.6,82.0501780185758,646000,3032,53004415,150263,23.26,2.6,1.1
9-February-2017,83,83.8,81,82.6,82.1947950108362,556005,2413,45700717,100901,18.15,2.8,-0.4
10-February-2017,82.9,83,81.1,82.15,82.2877162850173,211931,932,17439318,57944,27.34,1.9,-0.75
13-February-2017,82.4,82.9,79.8,81.55,81.3542129428459,329093,1621,26773102,66331,20.16,3.1,-0.85
14-February-2017,80.3,85.2,80.1,84.05,83.6354792821316,1109284,4748,92775499,146593,13.22,5.1,3.75
15-February-2017,84.5,84.8,80.3,81,81.8094065149827,525742,2358,43010641,94361,17.95,4.5,-3.5
16-February-2017,81,81.85,80.05,80.85,81.0378326393623,460634,1525,37328781,97637,21.2,1.8,-0.15
17-February-2017,81.7,82.1,80.7,81.1,81.2194813236601,586223,1636,47612728,61204,10.44,1.4,-0.6
20-February-2017,81.75,82.8,81.15,82.35,82.1331634068823,349563,1593,28710715,68674,19.65,1.65,0.6
21-February-2017,83.45,83.55,81.7,82.95,82.7646189216934,845548,3969,69981458,98418,11.64,1.85,-0.5
22-February-2017,83.4,83.4,81.25,81.75,82.1127548678214,357244,1562,29334289,78541,21.99,2.15,-1.65
23-February-2017,83,83.5,81.3,81.75,82.2918843569343,355819,1918,29281016,122509,34.43,2.2,-1.25
27-February-2017,81,81.55,78.5,78.95,79.7173977759292,359431,1795,28652904,117004,32.55,3.05,-2.05
28-February-2017,78.9,79.95,78,79.5,79.0695453962216,264978,1499,20951690,60500,22.83,1.95,0.6
1-March-2017,79.55,80.85,79.35,79.9,80.1435694031577,233462,1224,18710478,57914,24.81,1.5,0.35
2-March-2017,80.3,80.8,76.65,77.1,78.8400022261751,467169,2054,36831605,105418,22.57,4.15,-3.2
3-March-2017,77,77.75,76.2,77.2,76.9027682484563,428502,1747,32952990,61927,14.45,1.55,0.2
6-March-2017,78.3,78.3,77.05,77.5,77.5931561378904,264529,1285,20525640,50442,19.07,1.25,-0.8
7-March-2017,77.75,77.9,77.1,77.4,77.4439529091892,179483,957,13899873,54569,30.4,0.8,-0.35
8-March-2017,77.9,78.15,75.6,76.35,76.3763994905341,1362996,1074,104100727,1193011,87.53,2.55,-1.55
9-March-2017,75.9,76.45,75.3,75.85,75.8910819586959,384950,1677,29214272,80123,20.81,1.15,-0.05
10-March-2017,76.2,77,75.35,75.7,75.9790896537528,233186,1158,17717260,45966,19.71,1.65,-0.5
14-March-2017,77.5,77.5,76,76.4,76.6206104239268,235017,1361,18007146,74392,31.65,1.5,-1.1
15-March-2017,76.15,77.7,75.8,76,76.320189068104,993716,2010,75840593,690697,69.51,1.9,-0.15
16-March-2017,76.7,77.1,76,76.85,76.4880515864293,341175,1498,26095811,117725,34.51,1.1,0.15
17-March-2017,77.25,77.5,75.6,76,76.3868963706222,289416,1265,22107590,75601,26.12,1.9,-1.25
20-March-2017,77,78.8,76.15,77.65,77.6867384462863,1040964,2933,80869098,468900,45.04,2.65,0.65
21-March-2017,78,78.8,76.65,77.4,77.6691981676435,595299,2493,46236396,141080,23.7,2.15,-0.6
22-March-2017,77.5,77.7,75.5,75.7,76.4568637094347,681155,2070,52078975,182271,26.76,2.2,-1.8
23-March-2017,75.85,76.3,74.6,75.35,75.5084760569209,434990,1916,32845432,163945,37.69,1.7,-0.5
24-March-2017,75,76.45,73.35,75.6,75.4315174184116,963004,3244,72640853,258528,26.85,3.1,0.6
27-March-2017,75.7,76.35,74.65,74.95,75.1535005560585,880303,1885,66157852,516224,58.64,1.7,-0.75
28-March-2017,75.95,76.2,75.15,75.85,75.7465051730315,276337,1648,20931562,117486,42.52,1.05,-0.1
29-March-2017,76,76.5,75.55,75.9,76.0516461826735,460034,1515,34986343,274872,59.75,0.95,-0.1
30-March-2017,76.05,76.4,74.2,74.6,75.2339908596615,442872,1618,33319028,145710,32.9,2.2,-1.45
31-March-2017,75.7,75.8,74.1,75.1,74.9433066543855,429927,1603,32220151,104982,24.42,1.7,-0.6
3-April-2017,75.6,76.35,75.6,75.9,75.9096826045139,303596,1286,23045876,90831,29.92,0.75,0.3
5-April-2017,76,78.1,75.7,77.15,77.0834375736112,492452,2274,37959893,161756,32.85,2.4,1.15
6-April-2017,77.15,77.65,76.15,76.55,76.7320697641914,400664,1537,30743778,114455,28.57,1.5,-0.6
7-April-2017,76.5,77.1,75,75.3,76.0714266287514,330913,1290,25173024,77222,23.34,2.1,-1.2
10-April-2017,75.3,75.65,74.7,75.1,75.230607966457,261396,986,19664980,92897,35.54,0.95,-0.2
11-April-2017,75.1,76.35,75,76.05,75.7582291185887,272994,1088,20681542,74007,27.11,1.35,0.95
12-April-2017,76.9,76.9,74.85,75.15,75.6154353745922,322791,1270,24407982,115235,35.7,2.05,-1.75
13-April-2017,75.15,75.8,73.35,73.7,74.528386047738,637144,1875,47485314,277335,43.53,2.45,-1.45
17-April-2017,73.8,74,72.55,72.85,72.991029785269,346480,1344,25289932,111891,32.29,1.45,-0.95
18-April-2017,72.9,74.5,71.75,72.7,73.2346196317822,564177,2039,41317288,123328,21.86,2.75,-0.2
19-April-2017,72.2,72.5,71.25,71.7,71.8171836614367,457935,1733,32887602,113550,24.8,1.25,-0.5
20-April-2017,71.9,73.2,71.4,72.45,72.4683818200371,382201,1361,27697488,78100,20.43,1.8,0.55
21-April-2017,72.5,73,71.8,72.25,72.3517171880039,248080,990,17949014,59913,24.15,1.2,-0.25
24-April-2017,72.5,74.4,72.5,73.9,73.2666699725611,302490,1284,22162435,102762,33.97,1.9,1.4
25-April-2017,74.1,74.5,73.8,74.1,74.0992052248321,282344,1162,20921466,76598,27.13,0.7,0
26-April-2017,74.5,75.4,73.75,74.55,74.7506211714274,377915,1491,28249381,118071,31.24,1.65,0.05
27-April-2017,74.5,75.4,73.8,74.75,74.5611313134734,472442,1564,35225810,85050,18,1.6,0.25
28-April-2017,74.75,78.75,74.55,78.05,77.2093963066705,1827186,5432,141075928,399187,21.85,4.2,3.3
2-May-2017,78.85,78.9,76.3,77.4,77.6157471568842,781449,2754,60652748,181658,23.25,2.6,-1.45
3-May-2017,77.45,81.2,76.75,79.2,79.339046880529,1446912,4540,114796619,306454,21.18,4.45,1.75
4-May-2017,80.5,82.4,80.5,81.2,81.2429431428408,1101163,4061,89461723,338911,30.78,1.9,0.7
5-May-2017,81.7,82.7,77.35,78.25,80.1592216153118,1356964,4778,108773178,296479,21.85,5.35,-3.45
8-May-2017,79,79.4,77.8,79.05,78.652546914313,416131,1428,32729763,69389,16.67,1.6,0.05
9-May-2017,78.95,82.25,77.85,81.9,80.7493575204539,1365024,4891,110224811,243911,17.87,4.4,2.95
10-May-2017,80,80.85,77.6,77.95,79.0612046690214,1170695,5161,92556557,342616,29.27,3.25,-2.05
11-May-2017,78.45,79,77.55,77.85,78.2269917651056,400248,1600,31310197,119233,29.79,1.45,-0.6
12-May-2017,77.95,78.2,75.2,75.55,76.3054136331284,583065,2065,44491016,186518,31.99,3,-2.4
15-May-2017,75.7,76,73.45,75.15,74.8493814326506,600258,1843,44928940,80535,13.42,2.55,-0.55
16-May-2017,75.3,77.75,74,76.55,75.6987327181936,822469,2769,62259861,149907,18.23,3.75,1.25
17-May-2017,76.7,77.3,75.1,75.9,76.3459512393798,333917,1191,25493211,53722,16.09,2.2,-0.8
18-May-2017,75.1,75.4,69.1,70,71.4399614192843,1316720,5257,94066426,389345,29.57,6.3,-5.1
19-May-2017,69.25,70.8,68.45,68.9,69.3811032581344,914020,3537,63415716,206097,22.55,2.35,-0.35
22-May-2017,70,70,65.5,66.15,67.2816261183811,582762,2088,39209175,239791,41.15,4.5,-3.85
23-May-2017,66.15,67.5,64.4,65.35,65.3642046976869,694214,2360,45376746,176785,25.47,3.1,-0.8
24-May-2017,63.2,64,60.45,61.15,62.3992850781909,1522684,5448,95014393,470981,30.93,3.55,-2.05
25-May-2017,61.1,62.4,60.4,62,61.4967804394506,734417,2649,45164281,179325,24.42,2,0.9
26-May-2017,62.3,63.5,62.1,62.7,62.6649659228428,1043661,2980,65400981,261611,25.07,1.4,0.4
29-May-2017,62.7,62.9,60.05,60.2,61.228279395952,737491,2136,45155305,290335,39.37,2.85,-2.5
30-May-2017,59.95,61.3,58.85,60.95,60.4275500138253,535252,2078,32343967,145688,27.22,2.45,1
31-May-2017,60.4,60.9,59.35,59.95,60.0950681662842,655456,2323,39389673,185794,28.35,1.55,-0.45
1-June-2017,59.8,60.95,59.45,60.65,60.1893999772287,421584,1595,25374888,113603,26.95,1.5,0.85
2-June-2017,60.9,61.45,60.2,60.85,60.8118578131091,366813,1452,22306580,98203,26.77,1.25,-0.05
5-June-2017,60.9,61.4,60.4,60.75,60.8667380465828,337163,1140,20522012,89412,26.52,1,-0.15
6-June-2017,60.75,61,59.3,59.8,60.051075469801,387877,1341,23292431,108255,27.91,1.7,-0.95
7-June-2017,59.95,60.55,59.75,60.15,60.1206404913358,300894,1045,18089940,66884,22.23,0.8,0.2
8-June-2017,60.2,60.5,59.2,59.35,59.792516234176,277347,992,16583275,107695,38.83,1.3,-0.85
9-June-2017,59.4,60.15,58.75,59.8,59.743558561575,373325,1143,22303764,126343,33.84,1.4,0.4
12-June-2017,59.5,59.8,58.1,58.3,59.0055799750928,476167,1497,28096510,199108,41.81,1.7,-1.2
13-June-2017,58.65,58.75,56.7,57.15,57.8307811331256,506687,1564,29302105,232561,45.9,2.05,-1.5
14-June-2017,57.8,60.8,57.05,60.1,59.1211072579738,817804,2799,48349478,187437,22.92,3.75,2.3
15-June-2017,60.3,60.3,59.15,59.45,59.5914049742651,402954,1347,24012595,98791,24.52,1.15,-0.85
16-June-2017,59.45,59.95,58.75,58.9,59.2572194999128,309786,1041,18357057,92149,29.75,1.2,-0.55
19-June-2017,59.25,59.5,56.9,57.1,57.8368100149067,542711,1781,31388673,205018,37.78,2.6,-2.15
20-June-2017,57.15,57.55,55.6,55.95,56.4289304259431,545965,2002,30808221,182999,33.52,1.95,-1.2
21-June-2017,55.25,57.45,54.05,56.95,56.8078256159724,467107,1774,26535333,87061,18.64,3.4,1.7
22-June-2017,57.3,57.6,56.8,57,57.2876553254173,279011,1101,15983886,83729,30.01,0.8,-0.3
23-June-2017,56.9,56.95,55.55,56.2,56.1951053285778,308131,1236,17315454,66024,21.43,1.4,-0.7
27-June-2017,56.45,56.45,54.7,55.25,55.0964116556747,570263,1782,31419445,180297,31.62,1.75,-1.2
28-June-2017,55,55.45,53.85,54.05,54.4541956367617,643192,2836,35024503,230526,35.84,1.6,-0.95
29-June-2017,54.15,54.75,53.2,53.5,53.7169091831057,932789,2254,50106542,346335,37.13,1.55,-0.65
30-June-2017,53.5,54.5,53,53.4,53.6954131682449,611228,1668,32820140,154692,25.31,1.5,-0.1
3-July-2017,54.5,54.5,53.25,54,53.7602619105093,364552,1379,19598411,115149,31.59,1.25,-0.5
4-July-2017,54,54.35,53.2,53.5,53.7316456903127,356592,1177,19160275,95163,26.69,1.15,-0.5
5-July-2017,53.5,56,53.5,55.5,55.0519553181595,974087,2760,53625394,203792,20.92,2.5,2
6-July-2017,55.9,57.55,55.55,57.35,56.6570444722035,904610,3061,51252529,186085,20.57,2,1.45
7-July-2017,57,57.7,56.15,56.35,56.8703438265145,604869,1616,34399108,183760,30.38,1.55,-0.65
10-July-2017,56.85,58.4,56.5,58,57.7529871715497,1154855,3428,66696326,364690,31.58,1.9,1.15
11-July-2017,58,58.5,56.05,56.35,57.1453426735386,490496,1497,28029562,112179,22.87,2.45,-1.65
12-July-2017,56.4,57.15,56.15,57,56.7654137530061,315611,1106,17915789,75352,23.87,1,0.6
13-July-2017,57.65,57.65,56,56.85,56.9913867092298,523145,1247,29814759,103956,19.87,1.65,-0.8
14-July-2017,56.95,57.5,56.2,57.1,56.7905277937565,323346,1120,18362990,79041,24.44,1.3,0.15
17-July-2017,57,58.1,56.75,58,57.6396727855313,406339,1285,23421247,165608,40.76,1.35,1
18-July-2017,58,58.9,57.6,57.95,58.2324453602465,513454,1567,29899682,127091,24.75,1.3,-0.05
19-July-2017,58,58.45,57.7,58.1,58.0107481378758,349735,998,20288389,85561,24.46,0.75,0.1
20-July-2017,58.2,58.75,57.6,58.45,58.3110470525179,360087,1077,20997050,132759,36.87,1.15,0.25
21-July-2017,58.45,59.45,58.05,59.1,58.9718109518092,478058,1278,28191946,140261,29.34,1.4,0.65
24-July-2017,59.2,61.1,59.15,60.65,60.3491957951548,514359,1817,31041152,178895,34.78,1.95,1.45
25-July-2017,60.65,61.9,60.2,61.7,61.2314344994283,429439,1330,26295166,140321,32.68,1.7,1.05
26-July-2017,62,62.75,61.6,62.2,62.159413427921,373833,1325,23237240,116396,31.14,1.15,0.2
27-July-2017,62.55,62.75,59.25,59.5,60.6308179393214,441243,1456,26752924,134415,30.46,3.5,-3.05
28-July-2017,59.2,60.1,57.3,59.15,59.1962172571729,369203,1238,21855421,68202,18.47,2.8,-0.05
31-July-2017,59.5,59.95,58.1,59.35,59.2106833711391,428947,1358,25398245,51231,11.94,1.85,-0.15
1-August-2017,59.5,60.75,58.55,59.65,59.5249331084289,457083,1737,27207835,62144,13.6,2.2,0.15
2-August-2017,59.95,60.45,58.85,59.2,59.6373374043843,561362,1480,33478135,79766,14.21,1.6,-0.75
3-August-2017,59.25,59.45,56.5,56.7,57.7470373092852,446216,1398,25767652,115712,25.93,2.95,-2.55
4-August-2017,56.7,57.5,56.35,57,57.0331822147569,245282,814,13989213,59805,24.38,1.15,0.3
7-August-2017,57.1,57.65,56.9,57.2,57.1811349669903,197063,631,11268286,39381,19.98,0.75,0.1
8-August-2017,57.55,57.55,55.5,55.8,56.3150984723023,542843,1613,30570257,105044,19.35,2.05,-1.75
9-August-2017,55.8,56.75,54.85,56.1,55.7315799426042,359608,1204,20041522,69151,19.23,1.9,0.3
10-August-2017,56,56.4,53.15,53.8,54.70288870979,630316,1675,34480106,139308,22.1,3.25,-2.2
11-August-2017,53.8,54,52.1,52.6,53.0297192993388,513572,1786,27234579,143735,27.99,1.9,-1.2
14-August-2017,52.6,53,50.25,52.3,51.8208877245867,1213507,3899,62885010,225825,18.61,2.75,-0.3
16-August-2017,52,53.8,51.2,53.15,52.2483068667785,775633,2046,40525511,169581,21.86,2.6,1.15
17-August-2017,52.85,54.65,52.8,53.8,53.9486921289291,545199,1898,29412773,76456,14.02,1.85,0.95
18-August-2017,54,54.95,53.5,54.3,54.2097412382675,464520,1437,25181509,91513,19.7,1.45,0.3
21-August-2017,55,55.55,53.85,54.1,54.6694782348022,316905,1177,17325031,60346,19.04,1.7,-0.9
22-August-2017,54.15,54.6,53.3,53.8,53.8565204970718,308044,859,16590178,104623,33.96,1.3,-0.35
23-August-2017,53.95,55,53.9,54.65,54.5288496197635,227490,746,12404768,60309,26.51,1.1,0.7
24-August-2017,54.9,55.45,54.25,54.9,54.9658422223261,299434,924,16458642,84236,28.13,1.2,0
28-August-2017,55,56.1,55,55.95,55.7295834755889,234320,785,13058556,81290,34.69,1.1,0.95
29-August-2017,55.95,56.3,55.2,55.4,55.721548947203,203648,736,11347582,37543,18.44,1.1,-0.55
30-August-2017,55.1,55.75,54.6,55.2,55.1451476827152,248912,800,13726289,35613,14.31,1.15,0.1
31-August-2017,55.25,55.6,54.9,55.1,55.1036205996869,149478,488,8236779,,,0.7,-0.15
1-September-2017,55.1,56.4,55.1,55.3,55.6763559119416,217492,928,12109162,41465,19.07,1.3,0.2
4-September-2017,55.4,55.8,54.35,54.95,55.0751000343416,259161,770,14273318,62539,24.13,1.45,-0.45
5-September-2017,54.95,55.75,54.95,55.4,55.4059405940594,214221,668,11869116,75507,35.25,0.8,0.45
6-September-2017,55.5,55.5,54.6,54.85,54.9397481394708,116096,468,6378285,47748,41.13,0.9,-0.65
7-September-2017,54.95,56.5,54.95,55.65,55.7137197320521,460388,1358,25649928,183871,39.94,1.55,0.7
8-September-2017,55.6,57.15,54.1,56.2,55.7050758360361,587056,2137,32701999,67224,11.45,3.05,0.6
11-September-2017,56.5,56.8,56,56.15,56.2845201904242,172037,703,9683020,42341,24.61,0.8,-0.35
12-September-2017,56.35,56.95,56.15,56.5,56.5959428537902,204528,823,11575455,58402,28.55,0.8,0.15
13-September-2017,56.8,57.2,55.55,55.7,56.4505689013627,204517,750,11545101,68161,33.33,1.65,-1.1
14-September-2017,55.95,56.75,55.7,56.55,56.2968766193998,212270,701,11950138,64285,30.28,1.05,0.6
15-September-2017,56.55,57.45,56.25,56.5,56.8764022916631,295855,1025,16827168,71988,24.33,1.2,-0.05
18-September-2017,56.6,57.95,56.6,57.25,57.31179138322,315756,1086,18096542,76618,24.26,1.35,0.65
19-September-2017,57.2,57.35,56.25,56.65,56.7339288102051,186965,655,10607259,33293,17.81,1.1,-0.55
20-September-2017,56.7,57.2,56.3,56.8,56.7431732244846,252828,786,14346263,48733,19.28,0.9,0.1
21-September-2017,56.6,56.95,55.85,56.1,56.2401246495513,195107,672,10972842,36298,18.6,1.1,-0.5
22-September-2017,56,56,53.75,54,54.7014000103322,290355,1058,15882825,92449,31.84,2.25,-2
25-September-2017,54.05,54.6,52.7,53.15,53.2608288503126,355601,1028,18939604,51287,14.42,1.9,-0.9
26-September-2017,53.6,53.7,53.05,53.5,53.3427355696222,266036,710,14191088,36208,13.61,0.65,-0.1
27-September-2017,53.7,53.85,52.1,52.25,52.8724733049172,364112,909,19251502,89754,24.65,1.75,-1.45
28-September-2017,52.7,52.9,52,52.55,52.4616230853855,330876,867,17358292,53548,16.18,0.9,-0.15
29-September-2017,52.75,53.1,52.15,52.4,52.6954777612714,233579,707,12308557,69593,29.79,0.95,-0.35
3-October-2017,52.65,52.8,52,52.2,52.3730512830062,134255,477,7031344,53733,40.02,0.8,-0.45
4-October-2017,52.3,52.65,51.95,52.1,52.2319696565668,251257,772,13123648,78739,31.34,0.7,-0.2
5-October-2017,52,52.6,51.75,52,52.097704177644,225845,664,11766006,67809,30.02,0.85,0
6-October-2017,52.3,53.65,52.3,53.35,53.0180687670362,374569,1113,19858925,104584,27.92,1.35,1.05
9-October-2017,53.4,53.6,52.65,53,52.9962304487249,229205,707,12147001,49831,21.74,0.95,-0.4
10-October-2017,53.3,53.4,52.85,53.15,53.1414434078781,128737,416,6841270,31929,24.8,0.55,-0.15
11-October-2017,53.45,53.95,51.55,51.85,52.8012676360884,369980,2281,19535413,121983,32.97,2.4,-1.6
12-October-2017,52.6,52.6,51.65,52.25,52.1884295844714,157799,538,8235282,29793,18.88,0.95,-0.35
13-October-2017,52.5,53.4,52.2,53.05,52.8667639923571,279474,885,14774886,83183,29.76,1.2,0.55
16-October-2017,53,53.25,52.5,52.8,52.7899739511168,144344,468,7619916,32155,22.28,0.75,-0.2
17-October-2017,52.6,53.3,52.6,52.8,52.8500581595254,136693,504,7224233,43249,31.64,0.7,0.2
18-October-2017,52.75,52.75,52.15,52.3,52.4377631245245,118290,440,6202863,35079,29.66,0.6,-0.45
19-October-2017,52.3,52.7,50.3,51.8,51.9287851870149,105259,312,5465972,45487,43.21,2.4,-0.5
23-October-2017,52,52.1,51.55,51.8,51.8277283355602,167648,582,8688815,44124,26.32,0.55,-0.2
24-October-2017,51.7,54.5,51.7,54.3,53.4169265558252,398888,1357,21307371,140342,35.18,2.8,2.6
25-October-2017,59.7,66.2,59.25,65.2,63.7466091416547,4106040,17838,261746127,1176279,28.65,6.95,5.5
26-October-2017,66.5,72.15,66.4,67.75,68.4399201921717,2199283,9415,150518753,525803,23.91,5.75,1.25
27-October-2017,68,68,62,62.35,63.6949835248,963266,3386,61355212,224421,23.3,6,-5.65
30-October-2017,62.1,65.95,61.4,65.25,64.858251233593,834554,2493,54127713,200354,24.01,4.55,3.15
31-October-2017,65.9,65.9,61.45,62.7,63.2119592213043,1091158,3848,68974235,110278,10.11,4.45,-3.2
1-November-2017,62.5,64.5,62.5,63.8,63.623703395126,552115,2009,35127601,123757,22.42,2,1.3
2-November-2017,63.05,67.95,62.9,65.9,65.8866006753771,1043269,3269,68737448,157463,15.09,5.05,2.85
3-November-2017,65.9,66.05,64.05,64.8,64.9412254422497,487677,1712,31670342,55957,11.47,2,-1.1
6-November-2017,64.4,65.75,64.15,64.55,64.7597883224555,283450,924,18356162,47385,16.72,1.6,0.15
7-November-2017,64.8,65.3,62.15,62.75,63.0187724969353,512292,1344,32284013,97109,18.96,3.15,-2.05
8-November-2017,63.45,64.15,61.65,61.95,62.7383602421642,328207,1252,20591169,48119,14.66,2.5,-1.5
9-November-2017,62.35,62.9,61,62.1,61.9338475677244,351461,1018,21767332,57555,16.38,1.9,-0.25
10-November-2017,61.5,64.1,61.5,63.55,62.9243355404888,453978,1295,28566264,89298,19.67,2.6,2.05
13-November-2017,63.05,64.05,60.3,60.75,61.9562753571055,439226,1293,27212807,113564,25.86,3.75,-2.3
14-November-2017,60.1,61.45,59.15,60.15,60.0250726095457,459306,1325,27569876,84624,18.42,2.3,0.05
15-November-2017,59.95,60.9,58.2,58.75,59.6226505630734,404299,1179,24105378,46931,11.61,2.7,-1.2
16-November-2017,58.55,59.7,57.5,59.45,58.7781622197086,571102,1509,33568326,49123,8.6,2.2,0.9
17-November-2017,59.9,62.4,59.25,59.6,60.5034953642929,632266,1471,38254303,101055,15.98,3.15,-0.3
20-November-2017,59.4,61.65,58.85,61.1,60.5431840707965,565000,1695,34206899,77664,13.75,2.8,1.7
21-November-2017,61.5,61.55,60.2,60.6,60.6949415537395,212674,734,12908236,49682,23.36,1.35,-0.9
22-November-2017,60.5,61.9,59.6,61.65,60.9439278183012,404978,1823,24680950,104528,25.81,2.3,1.15
23-November-2017,62.7,63.2,61.05,61.9,62.1111474767675,388034,1220,24101237,50306,12.96,2.15,-0.8
24-November-2017,61.3,62.45,61.3,61.95,61.8683738165122,259614,824,16061896,45849,17.66,1.15,0.65
27-November-2017,61.8,62.3,61,62.1,61.84946550113,150889,545,9332404,47787,31.67,1.3,0.3
28-November-2017,63.45,63.95,62.2,62.8,63.0626805222086,529367,1635,33383302,65791,12.43,1.75,-0.65
29-November-2017,62.7,62.8,61.1,61.65,62.0611221134023,221671,638,13757151,56098,25.31,1.7,-1.05
30-November-2017,61.25,62.25,60.4,60.6,61.2909842597492,313718,1024,19228085,60473,19.28,1.85,-0.65
1-December-2017,60.9,61.6,59.25,59.75,60.7470988686193,330216,1198,20059664,60781,18.41,2.35,-1.15
4-December-2017,60.7,60.7,59.1,59.4,59.7877432971776,252058,1197,15069979,44257,17.56,1.6,-1.3
5-December-2017,59.5,59.55,58.1,58.8,58.8243934834776,292119,889,17183723,62195,21.29,1.45,-0.7
6-December-2017,59.5,60.9,58.25,58.8,59.8589828352725,515767,1754,30873288,42492,8.24,2.65,-0.7
7-December-2017,60,60,58.85,59.4,59.3521716106857,307813,977,18269370,55152,17.92,1.15,-0.6
8-December-2017,59.7,59.9,59,59.45,59.4112901818689,171937,639,10214999,34449,20.04,0.9,-0.25
11-December-2017,60,61,59.5,60.6,60.2309536674321,236896,1444,14268472,65314,27.57,1.5,0.6
12-December-2017,60,61.3,59.7,59.9,60.4310817448622,315555,1305,19069330,34123,10.81,1.6,-0.1
13-December-2017,59.95,60,58.2,58.85,59.1571868331759,285870,916,16911265,54653,19.12,1.8,-1.1
14-December-2017,59.7,59.7,57.3,57.95,57.9486953113897,232201,901,13455745,51044,21.98,2.4,-1.75
15-December-2017,59.3,59.5,58.2,58.3,58.8202920514547,331243,1363,19483810,78539,23.71,1.3,-1
18-December-2017,57.5,59.15,56.8,58.7,58.1435205672725,384154,1354,22336066,51942,13.52,2.35,1.2
19-December-2017,58.95,59.05,58.1,58.6,58.4802286247521,180033,1035,10528371,46100,25.61,0.95,-0.35
20-December-2017,58.85,60,58.25,58.95,58.8807521077449,205077,596,12075088,69901,34.09,1.75,0.1
21-December-2017,58.25,61.3,58.25,60.75,60.2250130992259,490487,1907,29539586,59593,12.15,3.05,2.5
22-December-2017,60.3,61.3,59.3,59.55,60.1373644504339,396995,1128,23874233,52925,13.33,2,-0.75
26-December-2017,59.6,60.95,59.05,60.4,59.8361972281568,271949,927,16272394,56402,20.74,1.9,0.8
27-December-2017,60.45,60.95,59.75,59.95,60.3354421430944,304121,864,18349275,56425,18.55,1.2,-0.5
28-December-2017,60,60.8,59.8,60.35,60.3878450379843,290910,838,17567428,56726,19.5,1,0.35
29-December-2017,60,61.85,59.55,59.85,60.6112774235171,254207,1032,15407811,52930,20.82,2.3,-0.15
1-January-2018,63,63,60,60.35,61.0034981174333,483117,1446,29471827,113892,23.57,3,-2.65
2-January-2018,60.5,60.95,59.1,59.4,59.7610264554011,197729,648,11816488,38580,19.51,1.85,-1.1
3-January-2018,59.5,60.1,59.25,59.45,59.6295250698427,204030,723,12166212,48279,23.66,0.85,-0.05
4-January-2018,60.5,65.35,60.25,64.4,63.9480043237378,2418278,7674,154644052,459560,19,5.1,3.9
5-January-2018,66.25,66.25,63.4,63.9,64.2466839115304,526147,1727,33803200,144925,27.54,2.85,-2.35
8-January-2018,64.5,64.5,63,63.2,63.5434489837816,243550,866,15476007,58838,24.16,1.5,-1.3
9-January-2018,63.7,64.2,62.25,63.15,63.2587702145,365641,1195,23130000,56177,15.36,1.95,-0.55
10-January-2018,63,63.6,61.5,62,62.3094927415957,391615,1256,24401332,82067,20.96,2.1,-1
11-January-2018,61.8,62.45,61.45,61.85,61.9884912912811,353037,829,21884231,85504,24.22,1,0.05
12-January-2018,61.95,62.4,60.25,61.1,61.4025479675528,511231,1279,31390886,107086,20.95,2.15,-0.85
15-January-2018,61.9,63.5,61,62.95,62.515098144591,751748,2263,46995600,133455,17.75,2.5,1.05
16-January-2018,63,63.05,59,59.65,60.6404604556841,838300,1946,50834898,195898,23.37,4.05,-3.35
17-January-2018,59.5,61.15,58.45,60.8,59.955711004132,577683,1725,34635395,62177,10.76,2.7,1.3
18-January-2018,62.65,63.3,58.9,60.2,61.337582421303,827001,3354,50726242,148721,17.98,4.4,-2.45
19-January-2018,60.1,61.3,59.6,60.4,60.3259053393161,416308,1224,25114157,61004,14.65,1.7,0.3
